ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:35_#1,https://data.museumplantinmoretus.be/ark:/11975/9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_Archives,1,,,,,,isad:mpm:245,"dlod={""name"":""Arbeidsreglementen van de drukkerij"",""ark"":""ark:/11975/x0/31820dc6-da01-5d94-acc8-0c80648912e4"",""uri"":""/repositories/10/archival_objects/26216"",""id"":""isad:mpm:245"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Drukkerij"",""Werklieden""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Arbeidsreglementen van de drukkerij"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/31820dc6-da01-5d94-acc8-0c80648912e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,365,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,215,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,8,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,16,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:35_#1,Arch. 1147,isad:mpm:245,10 R 7 E,9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,fol. 9-24,,,,,,,,,,,,,,,,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_ObjectTypes,1,kenmerken.mpmtypeak,akak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notarial documents,,,,,,,,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_ProductStadiums,1,kenmerken.mpmorigak,con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drafts (documents),,,,,,
9668a7cd-2dd7-5cfb-b121-885a6ffd7bfc,tg:mpmak:35_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670,open
