ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
ba3fa344-195a-5907-9bc2-c83dbea1a890,tg:mpmak:335,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:335,https://data.museumplantinmoretus.be/ark:/11975/ba3fa344-195a-5907-9bc2-c83dbea1a890,Akten,,,,,,,
ba3fa344-195a-5907-9bc2-c83dbea1a890,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7afe8e26-2512-49e9-a492-f225e901519d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""225c432f-ca54-4c36-ae6c-24489582dccd"", ""inverseOntologyProperty"": """"}]"
ba3fa344-195a-5907-9bc2-c83dbea1a890,tg:mpmak:335,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657,1772,No Copyright - Public Domain Mark 1.0,
ba3fa344-195a-5907-9bc2-c83dbea1a890,tg:mpmak:335,e73_CreationActors,,,au::106909,,,,mpmak,,,,,,,mpm,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,av,,au::106909:1,au::106909g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/people/11439263"",""au::106909"",""au::106909:1"",""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""Balthasar II Moretus""],""name"":""Balthasar II Moretus"",""ark"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""uri"":""/agents/people/11439263"",""id"":""au::106909:1"",""isCapacity"":false}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba3fa344-195a-5907-9bc2-c83dbea1a890,tg:mpmak:335,e73_CreationActors,,,au::112233,,,,mpmak,,,,,,,mpm,2957fe76-3fa9-5861-990d-52fe0705527f,gd,,au::112233:1,au::112233g:1,,,,,Tekstdrager,getuige,,"dlod={""suggest"":[""/agents/people/12008931"",""au::112233"",""au::112233:1"",""ark:/83110/x0/2957fe76-3fa9-5861-990d-52fe0705527f"",""Jan III Moretus""],""name"":""Jan III Moretus"",""ark"":""ark:/83110/x0/2957fe76-3fa9-5861-990d-52fe0705527f"",""uri"":""/agents/people/12008931"",""id"":""au::112233:1"",""isCapacity"":false}",ark:/83110/x0/2957fe76-3fa9-5861-990d-52fe0705527f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba3fa344-195a-5907-9bc2-c83dbea1a890,tg:mpmak:335,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16571001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba3fa344-195a-5907-9bc2-c83dbea1a890,tg:mpmak:335,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba3fa344-195a-5907-9bc2-c83dbea1a890,tg:mpmak:335,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
ba3fa344-195a-5907-9bc2-c83dbea1a890,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000323,referentienummer,False,,,,,,,,,,,,,,,,,
ba3fa344-195a-5907-9bc2-c83dbea1a890,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:335,brocade id,False,,,,,,,,,,,,,,,,,
