ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:23_#1,https://data.museumplantinmoretus.be/ark:/11975/446a980a-740f-571b-b9ee-d90d4ec509bb,,
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,e22_Archives,1,,,,,,isad:mpm:251,"dlod={""name"":""Journalen"",""ark"":""ark:/11975/x0/f02952dc-b61c-594b-8328-ac6c9414eba7"",""uri"":""/repositories/10/archival_objects/26858"",""id"":""isad:mpm:251"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Drukkerij"",""Werklieden"",""~[Kapel van de Officina Plantiniana](au::108358:1.1)~"",""Ziekenbus""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Journalen"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/f02952dc-b61c-594b-8328-ac6c9414eba7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,367,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,115,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,88,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,188,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:23_#1,Arch. 666,isad:mpm:251,10 Q 8 A,446a980a-740f-571b-b9ee-d90d4ec509bb,,,,,,,,,,,,,,,,,,
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>B</p>
",signatures (names),Nederlands,,,,,,,,,,,
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,redb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daybooks,,,,,,,,,
446a980a-740f-571b-b9ee-d90d4ec509bb,tg:mpmre:23_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677,open
