ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:253,https://data.museumplantinmoretus.be/ark:/11975/ac146845-12fe-55b1-9a37-11950e554f2a,Akten,,,,,,,
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat een lijst van rentebetalingen tussen 7 mei 1594 en 7 mei 1595</p>
","<p>Bevat een lijst van rentebetalingen tussen 7 mei 1594 en 7 mei 1595</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac146845-12fe-55b1-9a37-11950e554f2a,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8e8bc10d-15ea-4ea8-bc58-d56d608e1333"", ""ontologyProperty"": """", ""resourceXresourceId"": ""77211b7b-8eb6-45ba-95f0-0d887534ca61"", ""inverseOntologyProperty"": """"}]"
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594,1709,No Copyright - Public Domain Mark 1.0,
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_CreationActors,,,au::106906,,,,mpmak,,,,,,,mpm,455c1363-f306-5b61-91c4-2c01d43428ab,av,,au::106906:1,au::106906g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/people/11438942"",""au::106906"",""au::106906:1"",""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""Jan I Moretus""],""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/11438942"",""id"":""au::106906:1"",""isCapacity"":false}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_CreationActors,,,au::108441,,,,mpmak,,,,,,,mpm,3f56c122-7b7f-5057-a986-12368a27db25,vd,,au::108441:1,au::108441g:1,,,,,Tekstdrager,begunstiger,,"dlod={""suggest"":[""/agents/people/11603187"",""au::108441"",""au::108441:1"",""ark:/83110/x0/3f56c122-7b7f-5057-a986-12368a27db25"",""Hans Spierinck""],""name"":""Hans Spierinck"",""ark"":""ark:/83110/x0/3f56c122-7b7f-5057-a986-12368a27db25"",""uri"":""/agents/people/11603187"",""id"":""au::108441:1"",""isCapacity"":false}",ark:/83110/x0/3f56c122-7b7f-5057-a986-12368a27db25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_CreationActors,,,au::108371,,,,mpmak,,,,,,,mpm,4a76a9f4-a806-5833-86c4-298a69478b25,vd,,au::108371:1,au::108371g:1,,,,,Tekstdrager,begunstiger,,"dlod={""suggest"":[""/agents/people/11595697"",""au::108371"",""au::108371:1"",""ark:/83110/x0/4a76a9f4-a806-5833-86c4-298a69478b25"",""Catharina Plantijn""],""name"":""Catharina Plantijn"",""ark"":""ark:/83110/x0/4a76a9f4-a806-5833-86c4-298a69478b25"",""uri"":""/agents/people/11595697"",""id"":""au::108371:1"",""isCapacity"":false}",ark:/83110/x0/4a76a9f4-a806-5833-86c4-298a69478b25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15940502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
