ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:301,https://data.museumplantinmoretus.be/ark:/11975/e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,Registers,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Vooraan het resolutieboek (1753-1807), achteraan het balansboek (1757-1812)</p>
","<p>Vooraan het resolutieboek (1753-1807), achteraan het balansboek (1757-1812)</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e276b3af-a715-4f0c-b86c-e1b5789e38bf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b5989acd-4465-41a7-bc94-264c32c522a3"", ""inverseOntologyProperty"": """"}]"
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753,1868,No Copyright - Public Domain Mark 1.0,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_CreationActors,,,au::108860,,,,mpmre,,,,,,,mpm,719ef9fe-c76d-5d92-bee3-67a0dcc7d90e,av,,au::108860:1,au::108860g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11648020"",""au::108860"",""au::108860:1"",""ark:/83110/x0/719ef9fe-c76d-5d92-bee3-67a0dcc7d90e"",""Katoendrukkerij van Dambrugge""],""name"":""Katoendrukkerij van Dambrugge"",""ark"":""ark:/83110/x0/719ef9fe-c76d-5d92-bee3-67a0dcc7d90e"",""uri"":""/agents/corporate_entities/11648020"",""id"":""au::108860:1"",""isCapacity"":false}",ark:/83110/x0/719ef9fe-c76d-5d92-bee3-67a0dcc7d90e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_CreationActors,,,au::108861,,,,mpmre,,,,,,,mpm,d02e0b9e-70c3-556d-87d6-09bdd99a0cd3,av,,au::108861:1,au::108861g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/people/11648127"",""au::108861"",""au::108861:1"",""ark:/83110/x0/d02e0b9e-70c3-556d-87d6-09bdd99a0cd3"",""Adriaan Janssens""],""name"":""Adriaan Janssens"",""ark"":""ark:/83110/x0/d02e0b9e-70c3-556d-87d6-09bdd99a0cd3"",""uri"":""/agents/people/11648127"",""id"":""au::108861:1"",""isCapacity"":false}",ark:/83110/x0/d02e0b9e-70c3-556d-87d6-09bdd99a0cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17531108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18130418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gerelateerde publicatie,,,,c:lvd:681793,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000296,referentienummer,False,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verwerving: veiling nummer 52 van veilinghuis The Romantic Agony op 22 november 2013 (lot 364/1),commentaar gebruiker,False,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:301,brocade id,False,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:301/N,brocade url,False,,,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c3e96134-9c62-599a-8615-d1f647a96e52"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22d32f8c-55f7-4264-8fd7-362e7d1fee54"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resolutieboek en balansboek van de katoendrukkerij van Dambrugge,titles proper,Dutch (language),,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_Titles,2,id.title/ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bilan & resolutieboeck,incipits,Dutch (language),,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_Titles,3,id.title/ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resolutieboeck vande cattoen-druckerije,incipits,Dutch (language),,,,
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_Titles,4,id.title/ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bilan opden grootboeck der cattoendruckerije,incipits,Dutch (language),,,,
