ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
81b02da2-fcdb-5d44-9a27-302e1e15deb7,tg:mpmak:200,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:200,https://data.museumplantinmoretus.be/ark:/11975/81b02da2-fcdb-5d44-9a27-302e1e15deb7,Akten,,,,,,,
81b02da2-fcdb-5d44-9a27-302e1e15deb7,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b955d498-5efe-4e49-8abf-34898b4434ab"", ""ontologyProperty"": """", ""resourceXresourceId"": ""38cfe2eb-7d96-4b71-8a5c-8cfd0df0adf2"", ""inverseOntologyProperty"": """"}]"
81b02da2-fcdb-5d44-9a27-302e1e15deb7,tg:mpmak:200,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671,1786,No Copyright - Public Domain Mark 1.0,
81b02da2-fcdb-5d44-9a27-302e1e15deb7,tg:mpmak:200,e73_CreationActors,,,au::106905,,,,mpmak,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81b02da2-fcdb-5d44-9a27-302e1e15deb7,tg:mpmak:200,e73_CreationActors,,,au::107373,,,,mpmak,,,,,,,mpm,a6940367-50f0-58d6-911a-dc9b71472881,va,,au::107373:1,au::107373g:1,,,,,Tekstdrager,recipients (people),,"dlod={""suggest"":[""/agents/people/11488911"",""au::107373"",""au::107373:1"",""ark:/83110/x0/a6940367-50f0-58d6-911a-dc9b71472881"",""Joan Blaeu""],""name"":""Joan Blaeu"",""ark"":""ark:/83110/x0/a6940367-50f0-58d6-911a-dc9b71472881"",""uri"":""/agents/people/11488911"",""id"":""au::107373:1"",""isCapacity"":false}",ark:/83110/x0/a6940367-50f0-58d6-911a-dc9b71472881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81b02da2-fcdb-5d44-9a27-302e1e15deb7,tg:mpmak:200,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16710326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81b02da2-fcdb-5d44-9a27-302e1e15deb7,tg:mpmak:200,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81b02da2-fcdb-5d44-9a27-302e1e15deb7,tg:mpmak:200,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
81b02da2-fcdb-5d44-9a27-302e1e15deb7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000188,referentienummer,False,,,,,,,,,,,,,,,,,
81b02da2-fcdb-5d44-9a27-302e1e15deb7,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:200,brocade id,False,,,,,,,,,,,,,,,,,
