ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,tg:mpmre:163,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:163,https://data.museumplantinmoretus.be/ark:/11975/0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,Registers,,,,,,,
0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,tg:mpmre:163,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat 4 losse rekeningen en kwitanties</p>
","<p>Bevat 4 losse rekeningen en kwitanties</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,tg:mpmre:163,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:164,Verwijzing naar MPM objectbeschrijvingen,7bbd951a-c073-59c4-aab8-a05720dcd82b,"[{""resourceId"": ""7bbd951a-c073-59c4-aab8-a05720dcd82b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f50482bc-699d-416f-a4b4-224de6fb6a53"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,tg:mpmre:163,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:162,Verwijzing naar MPM objectbeschrijvingen,387f68c6-ef58-5a0e-9b00-9a6c6a591f6a,"[{""resourceId"": ""387f68c6-ef58-5a0e-9b00-9a6c6a591f6a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f8982914-470e-4c82-b0be-41cee04d8b53"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""08d4c5f3-f232-4f66-ac31-96ff293eba47"", ""ontologyProperty"": """", ""resourceXresourceId"": ""38bf085f-49e7-4a27-8443-502943b8d3dd"", ""inverseOntologyProperty"": """"}]"
0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,tg:mpmre:163,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682,1797,No Copyright - Public Domain Mark 1.0,
0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,tg:mpmre:163,e73_CreationActors,,,au::108360,,,,mpmre,,,,,,,mpm,4af59987-5ca5-5b1b-97b8-ba519f0a1999,av,,au::108360:1,au::108360g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/people/11594520"",""au::108360"",""au::108360:1"",""ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999"",""Anna Maria de Neuf""],""name"":""Anna Maria de Neuf"",""ark"":""ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999"",""uri"":""/agents/people/11594520"",""id"":""au::108360:1"",""isCapacity"":false}",ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,tg:mpmre:163,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16820101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,tg:mpmre:163,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16991230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ad3a46a-1d40-5dd5-a13c-85ee7b8f23a9,tg:mpmre:163,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
