ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:46,https://data.museumplantinmoretus.be/ark:/11975/412e456f-77b8-59c7-8a42-f4e20537da14,Registers,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_AssociatedRecords,1,,,,,,mpmre,PP,volgend register,tg:mpmre:47,Verwijzing naar MPM objectbeschrijvingen,b303a14a-164a-5e2c-a9cc-2aac33398602,"[{""resourceId"": ""b303a14a-164a-5e2c-a9cc-2aac33398602"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3b1be662-b8c4-4805-9a42-d21d2fb142c2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_AssociatedRecords,2,,,,,,mpmre,NN,vorig register,tg:mpmre:45,Verwijzing naar MPM objectbeschrijvingen,c7f62e20-bee3-5f30-a578-8e54c3473fc6,"[{""resourceId"": ""c7f62e20-bee3-5f30-a578-8e54c3473fc6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7a4c8df2-e509-4e9e-9d23-98cbc10f1dfc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9ab4cea1-16c8-43d4-9d9d-72a64cc97982"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d1dedb03-595e-408e-a573-52c72f7591bf"", ""inverseOntologyProperty"": """"}]"
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594,1709,No Copyright - Public Domain Mark 1.0,
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15940900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000041,referentienummer,False,,,,,,,,,,,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:46,brocade id,False,,,,,,,,,,,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:46/N,brocade url,False,,,,,,,,,,,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d0bfcd79-a489-5a92-bc25-5e670034d832"", ""ontologyProperty"": """", ""resourceXresourceId"": ""48163ace-f82f-4b25-bbd1-0c09ba743f6c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cahier de Francfort, september 1594",titles proper,Dutch (language),,,,
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_Titles,2,id.title/subTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1594,constructed titles,Dutch (language),,,,
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,e73_Titles,3,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 1594. O/O/,incipits,Dutch (language),,,,
