ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:22_#1,https://data.museumplantinmoretus.be/ark:/11975/820a22fb-43b6-5613-82c4-2a792a0bc3f9,,
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,e22_Archives,1,,,,,,isad:mpm:251,"dlod={""name"":""Journalen"",""ark"":""ark:/11975/x0/f02952dc-b61c-594b-8328-ac6c9414eba7"",""uri"":""/repositories/10/archival_objects/26858"",""id"":""isad:mpm:251"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Drukkerij"",""Werklieden"",""~[Kapel van de Officina Plantiniana](au::108358:1.1)~"",""Ziekenbus""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Journalen"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/f02952dc-b61c-594b-8328-ac6c9414eba7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,342,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,113,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,178,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,182,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:22_#1,Arch. 772,isad:mpm:251,10 R 9 C,820a22fb-43b6-5613-82c4-2a792a0bc3f9,,,,,,,,,,,,,,,,,,
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>A</p>
",signatures (names),Nederlands,,,,,,,,,,,
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,redb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daybooks,,,,,,,,,
820a22fb-43b6-5613-82c4-2a792a0bc3f9,tg:mpmre:22_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653,open
