ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:294_#1,https://data.museumplantinmoretus.be/ark:/11975/38a55398-dc0c-5e23-b205-2051cebe2b50,,
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,e22_Archives,1,,,,,,isad:mpm:558,"dlod={""name"":""Aantekeningen"",""ark"":""ark:/11975/x0/77da6b92-bbce-54f2-9d25-ef7653319e54"",""uri"":""/repositories/10/archival_objects/59707"",""id"":""isad:mpm:558"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Boekhouding"",""Financiële stukken geordend naar vorm""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Aantekeningen"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/77da6b92-bbce-54f2-9d25-ef7653319e54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,350,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,110,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:294_#1,Arch. 134,isad:mpm:558,10 Q 3 D,38a55398-dc0c-5e23-b205-2051cebe2b50,los stuk tussen fol. 192 links-rechts,,,,,,,,,,,,,,,,,
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,e22_ObjectTypes,1,deafault_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notarial documents,,,,,,,,,
38a55398-dc0c-5e23-b205-2051cebe2b50,tg:mpmak:294_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,open
