ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
699b2287-d6e6-52da-81d0-3a98cb5e41eb,tg:mpmdc:22_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmdc:22_#1,https://data.museumplantinmoretus.be/ark:/11975/699b2287-d6e6-52da-81d0-3a98cb5e41eb,,
699b2287-d6e6-52da-81d0-3a98cb5e41eb,tg:mpmdc:22_#1,e22_Archives,1,,,,,,isad:mpm:569,"dlod={""name"":""Opvoeding van de kinderen"",""ark"":""ark:/11975/x0/160c8a52-f5a9-552a-8111-43cbf08955a3"",""uri"":""/repositories/10/archival_objects/60884"",""id"":""isad:mpm:569"",""nameWithContext"":[""Archief van de familie ~[Moretus](au::106910)~"",""Archief van ~[Christoffel Plantijn](au::14861)~ en de familie ~[Moretus](au::106910)~"",""Persoonsarchieven"",""~[Balthasar II Moretus](au::106909)~ en ~[Anna Goos](au::108419)~"",""~[Balthasar II Moretus](au::106909)~""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Opvoeding van de kinderen"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/160c8a52-f5a9-552a-8111-43cbf08955a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699b2287-d6e6-52da-81d0-3a98cb5e41eb,tg:mpmdc:22_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,180,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699b2287-d6e6-52da-81d0-3a98cb5e41eb,tg:mpmdc:22_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,230,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699b2287-d6e6-52da-81d0-3a98cb5e41eb,tg:mpmdc:22_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
699b2287-d6e6-52da-81d0-3a98cb5e41eb,tg:mpmdc:22_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
699b2287-d6e6-52da-81d0-3a98cb5e41eb,tg:mpmdc:22_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,mpmdc,tg:mpmdc:22_#1,M8,isad:mpm:569,15 R 6 C,699b2287-d6e6-52da-81d0-3a98cb5e41eb,map 35,,,,,,,,,,,,,,,,,
699b2287-d6e6-52da-81d0-3a98cb5e41eb,tg:mpmdc:22_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
699b2287-d6e6-52da-81d0-3a98cb5e41eb,tg:mpmdc:22_#1,e22_ObjectTypes,1,deafault_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,documents (object genre),,,,,,,,,
699b2287-d6e6-52da-81d0-3a98cb5e41eb,tg:mpmdc:22_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660,open
