ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
b4f612aa-aeff-5109-8ac9-0da395aa1b7d,tg:mpmre:482,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:482,https://data.museumplantinmoretus.be/ark:/11975/b4f612aa-aeff-5109-8ac9-0da395aa1b7d,Registers,,,,,,,
b4f612aa-aeff-5109-8ac9-0da395aa1b7d,tg:mpmre:482,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Bevat 3 losse stukken</p>
","<p>Bevat 3 losse stukken</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4f612aa-aeff-5109-8ac9-0da395aa1b7d,tg:mpmre:482,e73_AssociatedRecords,1,,,,,,mpmre,LL,volgend register,tg:mpmre:483,Verwijzing naar MPM objectbeschrijvingen,a09ec092-4ecf-5c25-9b0e-25816142d8a3,"[{""resourceId"": ""a09ec092-4ecf-5c25-9b0e-25816142d8a3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cac1164a-5a38-460b-9b57-f2c47533cce5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4f612aa-aeff-5109-8ac9-0da395aa1b7d,tg:mpmre:482,e73_AssociatedRecords,2,,,,,,mpmre,II,vorig register,tg:mpmre:480,Verwijzing naar MPM objectbeschrijvingen,16141840-6bfb-5d3d-b00c-1dbc923ef9e1,"[{""resourceId"": ""16141840-6bfb-5d3d-b00c-1dbc923ef9e1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e8ca88c4-1ee2-4151-8955-23d261833b54"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4f612aa-aeff-5109-8ac9-0da395aa1b7d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7f08b148-1e83-4739-891d-1d43159dd364"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ae874291-34f3-456b-a58d-b9e0eaed1056"", ""inverseOntologyProperty"": """"}]"
b4f612aa-aeff-5109-8ac9-0da395aa1b7d,tg:mpmre:482,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644,1759,No Copyright - Public Domain Mark 1.0,
b4f612aa-aeff-5109-8ac9-0da395aa1b7d,tg:mpmre:482,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4f612aa-aeff-5109-8ac9-0da395aa1b7d,tg:mpmre:482,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16440602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4f612aa-aeff-5109-8ac9-0da395aa1b7d,tg:mpmre:482,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16560308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4f612aa-aeff-5109-8ac9-0da395aa1b7d,tg:mpmre:482,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
