ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
edd758fd-d707-597e-a378-39471d74fb87,tg:mpmak:244,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:244,https://data.museumplantinmoretus.be/ark:/11975/edd758fd-d707-597e-a378-39471d74fb87,Akten,,,,,,,
edd758fd-d707-597e-a378-39471d74fb87,tg:mpmak:244,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat 2 losse tekeningen van het wapenschild van de familie Moretus (40 x 35 mm)</p>
","<p>Bevat 2 losse tekeningen van het wapenschild van de familie Moretus (40 x 35 mm)</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edd758fd-d707-597e-a378-39471d74fb87,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b80f219f-769d-4421-ae10-332f45fbcd37"", ""ontologyProperty"": """", ""resourceXresourceId"": ""58b47863-4bf0-4f3d-aab6-0e0532ca0f23"", ""inverseOntologyProperty"": """"}]"
edd758fd-d707-597e-a378-39471d74fb87,tg:mpmak:244,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692,1807,No Copyright - Public Domain Mark 1.0,
edd758fd-d707-597e-a378-39471d74fb87,tg:mpmak:244,e73_CreationActors,,,au::108564,,,,mpmak,,,,,,,mpm,ef8de797-30b0-597d-b7a3-d4745423e3be,av,,au::108564:1,au::108564g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/people/11616348"",""au::108564"",""au::108564:1"",""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""Balthasar III Moretus""],""name"":""Balthasar III Moretus"",""ark"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""uri"":""/agents/people/11616348"",""id"":""au::108564:1"",""isCapacity"":false}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edd758fd-d707-597e-a378-39471d74fb87,tg:mpmak:244,e73_CreationActors,,,au::109910,,,,mpmak,,,,,,,mpm,7ef17b55-92c0-50fb-a0e4-31128fd7ab35,vd,,au::109910:1,au::109910g:1,,,,,Tekstdrager,begunstiger,,"dlod={""suggest"":[""/agents/people/11760370"",""au::109910"",""au::109910:1"",""ark:/83110/x0/7ef17b55-92c0-50fb-a0e4-31128fd7ab35"",""Karel II onbekend""],""name"":""Karel II onbekend"",""ark"":""ark:/83110/x0/7ef17b55-92c0-50fb-a0e4-31128fd7ab35"",""uri"":""/agents/people/11760370"",""id"":""au::109910:1"",""isCapacity"":false}",ark:/83110/x0/7ef17b55-92c0-50fb-a0e4-31128fd7ab35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edd758fd-d707-597e-a378-39471d74fb87,tg:mpmak:244,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16920903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edd758fd-d707-597e-a378-39471d74fb87,tg:mpmak:244,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edd758fd-d707-597e-a378-39471d74fb87,tg:mpmak:244,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
edd758fd-d707-597e-a378-39471d74fb87,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000232,referentienummer,False,,,,,,,,,,,,,,,,,
