ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:41,https://data.museumplantinmoretus.be/ark:/11975/e31457a5-0683-5ce7-9025-075a84e9c217,Akten,,,,,,,
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>De versozijde werd als kladpapier gebruikt</p>
","<p>De versozijde werd als kladpapier gebruikt</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31457a5-0683-5ce7-9025-075a84e9c217,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b7bddaf7-df8a-4233-ba60-7ede04c3771f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9452e4ac-d56b-4265-8ecb-e852a64dfa01"", ""inverseOntologyProperty"": """"}]"
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,1878,No Copyright - Public Domain Mark 1.0,
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_CreationActors,,,au::106905,,,,mpmak,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_CreationActors,,,au::108458,,,,mpmak,,,,,,,mpm,7f996130-10f3-540e-9cbc-c131aa3a5f75,va,,au::108458:1,au::108458g:1,,,,,Tekstdrager,recipients (people),,"dlod={""suggest"":[""/agents/people/11605006"",""au::108458"",""au::108458:1"",""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""Franciscus Joannes Moretus""],""name"":""Franciscus Joannes Moretus"",""ark"":""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""uri"":""/agents/people/11605006"",""id"":""au::108458:1"",""isCapacity"":false}",ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_CreationActors,,,au::108533,,,,mpmak,,,,,,,mpm,e99a01c5-e925-53a9-817c-c26faa5546ca,gd,,au::108533:1,au::108533g:1,,,,,Tekstdrager,getuige,,"dlod={""suggest"":[""/agents/people/11613031"",""au::108533"",""au::108533:1"",""ark:/83110/x0/e99a01c5-e925-53a9-817c-c26faa5546ca"",""Joannes Baptista III Verdussen""],""name"":""Joannes Baptista III Verdussen"",""ark"":""ark:/83110/x0/e99a01c5-e925-53a9-817c-c26faa5546ca"",""uri"":""/agents/people/11613031"",""id"":""au::108533:1"",""isCapacity"":false}",ark:/83110/x0/e99a01c5-e925-53a9-817c-c26faa5546ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17630514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
e31457a5-0683-5ce7-9025-075a84e9c217,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000032,referentienummer,False,,,,,,,,,,,,,,,,,
