ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:180,https://data.museumplantinmoretus.be/ark:/11975/7f31b809-f0bf-5dea-a5a4-895cd77323cf,Registers,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6f777636-4a0f-4c6f-b853-46e66f80073b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c529b160-a8a8-45f8-bbce-f729c7841cf0"", ""inverseOntologyProperty"": """"}]"
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579,1694,No Copyright - Public Domain Mark 1.0,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15790900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15840900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,e73_Languages,2,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000176,referentienummer,False,,,,,,,,,,,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:180,brocade id,False,,,,,,,,,,,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:180/N,brocade url,False,,,,,,,,,,,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7f20d0fd-279e-5a93-b342-462116c5fe94"", ""ontologyProperty"": """", ""resourceXresourceId"": ""62710607-52cc-4c91-b27b-466b993b3958"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carnet de Francfort, september 1579 - september 1584",titles proper,Dutch (language),,,,
7f31b809-f0bf-5dea-a5a4-895cd77323cf,tg:mpmre:180,e73_Titles,2,id.title/subTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notitieboekje van de boekhandel op de foren van Frankfurt van september 1579 tot september 1584,constructed titles,Dutch (language),,,,
