ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
2f535690-11ba-5bc1-bbd5-8342aa7d79ec,tg:mpmre:253,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:253,https://data.museumplantinmoretus.be/ark:/11975/2f535690-11ba-5bc1-bbd5-8342aa7d79ec,Registers,,,,,,,
2f535690-11ba-5bc1-bbd5-8342aa7d79ec,tg:mpmre:253,e73_AssociatedRecords,1,,,,,,mpmre,,vorig register,tg:mpmre:252,Verwijzing naar MPM objectbeschrijvingen,b9e68be0-750f-53c1-8c51-2498987c8d76,"[{""resourceId"": ""b9e68be0-750f-53c1-8c51-2498987c8d76"", ""ontologyProperty"": """", ""resourceXresourceId"": ""32a48491-7ca5-48d9-9d74-5709fb69c91f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f535690-11ba-5bc1-bbd5-8342aa7d79ec,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5f5d02e1-7a9c-486f-9b07-694f7de80182"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e1a0e4a9-ffd7-4765-9ffa-48524dd9f860"", ""inverseOntologyProperty"": """"}]"
2f535690-11ba-5bc1-bbd5-8342aa7d79ec,tg:mpmre:253,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613,1728,No Copyright - Public Domain Mark 1.0,
2f535690-11ba-5bc1-bbd5-8342aa7d79ec,tg:mpmre:253,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f535690-11ba-5bc1-bbd5-8342aa7d79ec,tg:mpmre:253,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16130900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f535690-11ba-5bc1-bbd5-8342aa7d79ec,tg:mpmre:253,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f535690-11ba-5bc1-bbd5-8342aa7d79ec,tg:mpmre:253,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
2f535690-11ba-5bc1-bbd5-8342aa7d79ec,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000248,referentienummer,False,,,,,,,,,,,,,,,,,
2f535690-11ba-5bc1-bbd5-8342aa7d79ec,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:253,brocade id,False,,,,,,,,,,,,,,,,,
