ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
5c2f2fbd-9065-5292-b042-cef747bf378b,tg:mpmdc:23,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmdc:23,https://data.museumplantinmoretus.be/ark:/11975/5c2f2fbd-9065-5292-b042-cef747bf378b,Documenten,,,,,,,
5c2f2fbd-9065-5292-b042-cef747bf378b,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ee955253-cfa5-4a1b-84b3-944565dfb5d4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2e0ee883-7365-4b8e-8b78-74e963b020a8"", ""inverseOntologyProperty"": """"}]"
5c2f2fbd-9065-5292-b042-cef747bf378b,tg:mpmdc:23,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602,1717,No Copyright - Public Domain Mark 1.0,
5c2f2fbd-9065-5292-b042-cef747bf378b,tg:mpmdc:23,e73_CreationActors,,,au::106908,,,,mpmdc,,,,,,,mpm,9f62622e-af8f-5120-8bb2-771de1268484,av,,au::106908:1,au::106908g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c2f2fbd-9065-5292-b042-cef747bf378b,tg:mpmdc:23,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16021130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c2f2fbd-9065-5292-b042-cef747bf378b,tg:mpmdc:23,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602-11-30,datum na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c2f2fbd-9065-5292-b042-cef747bf378b,tg:mpmdc:23,e73_Languages,1,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,,,,,,
5c2f2fbd-9065-5292-b042-cef747bf378b,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/do/000000019,referentienummer,False,,,,,,,,,,,,,,,,,
5c2f2fbd-9065-5292-b042-cef747bf378b,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmdc:23,brocade id,False,,,,,,,,,,,,,,,,,
5c2f2fbd-9065-5292-b042-cef747bf378b,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmdc:23/N,brocade url,False,,,,,,,,,,,,,,,,,
5c2f2fbd-9065-5292-b042-cef747bf378b,tg:mpmdc:23,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""293d75f4-8ca0-5e2d-9884-3150333b0c6a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b72b9cc0-5f0a-48c4-9ff2-adb6301c3528"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
5c2f2fbd-9065-5292-b042-cef747bf378b,tg:mpmdc:23,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necrelogie van Michael Halder ab Halderstain,titles proper,Dutch (language),,,,
