ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:294,https://data.museumplantinmoretus.be/ark:/11975/dd978c16-3568-5acb-8117-84c35fa9d8b6,Akten,,,,,,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a059cc4e-13ee-4515-8c87-6abffdeec80d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fff7609d-80c0-4cdf-8828-500fdffc7cfa"", ""inverseOntologyProperty"": """"}]"
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,1745,No Copyright - Public Domain Mark 1.0,
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,e73_CreationActors,,,au::106905,,,,mpmak,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,e73_CreationActors,,,au::16151,,,,mpmak,,,,,,,mpm,256eaded-a15e-57cd-83e0-8cf4eba910ee,va,,au::16151:1,au::16151g:1,,,,,Tekstdrager,recipients (people),,"dlod={""suggest"":[""/agents/people/1728157"",""au::16151"",""au::16151:1"",""ark:/83110/x0/256eaded-a15e-57cd-83e0-8cf4eba910ee"",""Peter Paul Rubens""],""name"":""Peter Paul Rubens"",""ark"":""ark:/83110/x0/256eaded-a15e-57cd-83e0-8cf4eba910ee"",""uri"":""/agents/people/1728157"",""id"":""au::16151:1"",""isCapacity"":false}",ark:/83110/x0/256eaded-a15e-57cd-83e0-8cf4eba910ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000282,referentienummer,False,,,,,,,,,,,,,,,,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:294,brocade id,False,,,,,,,,,,,,,,,,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:294/N,brocade url,False,,,,,,,,,,,,,,,,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""38a55398-dc0c-5e23-b205-2051cebe2b50"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f11b11d3-b8a7-47dd-b6b5-4314fbd64b14"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aantekening inzake de schikking van de lopende rekening van Peter Paul Rubens met de Officina Plantiniana,titles proper,Dutch (language),,,,
