ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:281,https://data.museumplantinmoretus.be/ark:/11975/b56d499f-8ab6-5605-b1f1-e494d979fb63,Akten,,,,,,,
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Gedrukt en ingevuld formulier</p>
","<p>Gedrukt en ingevuld formulier</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b56d499f-8ab6-5605-b1f1-e494d979fb63,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""eddfbc28-53c5-4dd3-9dab-f3b7c937caa5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""47ff0307-f258-4203-9897-105f1c567a2c"", ""inverseOntologyProperty"": """"}]"
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673,1788,No Copyright - Public Domain Mark 1.0,
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,e73_CreationActors,,,au::106903,,,,mpmak,,,,,,,mpm,b03dd40d-6470-5373-baba-0a64aea212a7,va,,au::106903:1,au::106903g:1,,,,,Tekstdrager,recipients (people),,"dlod={""suggest"":[""/agents/people/11438621"",""au::106903"",""au::106903:1"",""ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7"",""Henri François Schilders""],""name"":""Henri François Schilders"",""ark"":""ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7"",""uri"":""/agents/people/11438621"",""id"":""au::106903:1"",""isCapacity"":false}",ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,e73_CreationActors,,,au::111716,,,,mpmak,,,,,,,mpm,f4283e78-1cc1-5d63-9531-af89d44580b9,od,,au::111716:1,au::111716g:1,,,,,Tekstdrager,signers,,"dlod={""suggest"":[""/agents/people/11953612"",""au::111716"",""au::111716:1"",""ark:/83110/x0/f4283e78-1cc1-5d63-9531-af89d44580b9"",""Maximinus Gerardi""],""name"":""Maximinus Gerardi"",""ark"":""ark:/83110/x0/f4283e78-1cc1-5d63-9531-af89d44580b9"",""uri"":""/agents/people/11953612"",""id"":""au::111716:1"",""isCapacity"":false}",ark:/83110/x0/f4283e78-1cc1-5d63-9531-af89d44580b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16730825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
b56d499f-8ab6-5605-b1f1-e494d979fb63,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000269,referentienummer,False,,,,,,,,,,,,,,,,,
