ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:84,https://data.museumplantinmoretus.be/ark:/11975/8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,Akten,,,,,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4be203b0-379c-46d7-ab6d-0054e34dd80c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ea8e2125-3fde-4997-b6ab-f00dce1521fc"", ""inverseOntologyProperty"": """"}]"
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703,1818,No Copyright - Public Domain Mark 1.0,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,e73_CreationActors,,,au::106905,,,,mpmak,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,e73_CreationActors,,,au::108977,,,,mpmak,,,,,,,mpm,8b3e9f5c-5b1d-5204-9ca1-801263b51424,od,,au::108977:1,au::108977g:1,,,,,Tekstdrager,signers,,"dlod={""suggest"":[""/agents/people/11660539"",""au::108977"",""au::108977:1"",""ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424"",""Susanna Clara Moretus""],""name"":""Susanna Clara Moretus"",""ark"":""ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424"",""uri"":""/agents/people/11660539"",""id"":""au::108977:1"",""isCapacity"":false}",ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,e73_CreationActors,,,au::108682,,,,mpmak,,,,,,,mpm,596abd42-5865-5058-8f74-fbce4ca85ab4,od,,au::108682:1,au::108682g:1,,,,,Tekstdrager,signers,,"dlod={""suggest"":[""/agents/people/11628974"",""au::108682"",""au::108682:1"",""ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4"",""Franciscus Moretus""],""name"":""Franciscus Moretus"",""ark"":""ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4"",""uri"":""/agents/people/11628974"",""id"":""au::108682:1"",""isCapacity"":false}",ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,e73_CreationActors,,,au::108360,,,,mpmak,,,,,,,mpm,4af59987-5ca5-5b1b-97b8-ba519f0a1999,od,,au::108360:1,au::108360g:1,,,,,Tekstdrager,signers,,"dlod={""suggest"":[""/agents/people/11594520"",""au::108360"",""au::108360:1"",""ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999"",""Anna Maria de Neuf""],""name"":""Anna Maria de Neuf"",""ark"":""ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999"",""uri"":""/agents/people/11594520"",""id"":""au::108360:1"",""isCapacity"":false}",ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,e73_CreationActors,,,au::108692,,,,mpmak,,,,,,,mpm,3b3ecced-821b-50ae-86ee-54d3a815461f,od,,au::108692:1,au::108692g:1,,,,,Tekstdrager,signers,,"dlod={""suggest"":[""/agents/people/11630044"",""au::108692"",""au::108692:1"",""ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f"",""Anna Maria Moretus""],""name"":""Anna Maria Moretus"",""ark"":""ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f"",""uri"":""/agents/people/11630044"",""id"":""au::108692:1"",""isCapacity"":false}",ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,e73_CreationActors,,,au::108976,,,,mpmak,,,,,,,mpm,35d6e18f-ccce-523e-8c0a-6568c30747b3,opd,,au::108976:1,au::108976g:1,,,,,Tekstdrager,writers (clerical workers),,"dlod={""suggest"":[""/agents/people/11660432"",""au::108976"",""au::108976:1"",""ark:/83110/x0/35d6e18f-ccce-523e-8c0a-6568c30747b3"",""Michiel Verwilt""],""name"":""Michiel Verwilt"",""ark"":""ark:/83110/x0/35d6e18f-ccce-523e-8c0a-6568c30747b3"",""uri"":""/agents/people/11660432"",""id"":""au::108976:1"",""isCapacity"":false}",ark:/83110/x0/35d6e18f-ccce-523e-8c0a-6568c30747b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17030821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
