ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:290,https://data.museumplantinmoretus.be/ark:/11975/f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,Akten,,,,,,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""de3e8a94-8a0e-4bc8-9354-24ba0cc25db8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8d9d6ef4-6adc-444e-8be4-521ef927d561"", ""inverseOntologyProperty"": """"}]"
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610,1725,No Copyright - Public Domain Mark 1.0,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,e73_CreationActors,,,au::106905,,,,mpmak,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,e73_CreationActors,,,au::112042,,,,mpmak,,,,,,,mpm,48cc7d69-fe76-5d42-8903-b57805c9958a,va,,au::112042:1,au::112042g:1,,,,,Tekstdrager,recipients (people),,"dlod={""suggest"":[""/agents/people/11988494"",""au::112042"",""au::112042:1"",""ark:/83110/x0/48cc7d69-fe76-5d42-8903-b57805c9958a"",""Dirk Canter""],""name"":""Dirk Canter"",""ark"":""ark:/83110/x0/48cc7d69-fe76-5d42-8903-b57805c9958a"",""uri"":""/agents/people/11988494"",""id"":""au::112042:1"",""isCapacity"":false}",ark:/83110/x0/48cc7d69-fe76-5d42-8903-b57805c9958a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16100625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610-06-25,datum na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,e73_Languages,1,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,,,,,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000278,referentienummer,False,,,,,,,,,,,,,,,,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:290,brocade id,False,,,,,,,,,,,,,,,,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:290/N,brocade url,False,,,,,,,,,,,,,,,,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""12b92c6d-8321-5875-afe2-ede588dd8c01"", ""ontologyProperty"": """", ""resourceXresourceId"": ""88705f77-a327-4020-aab9-68973c5a209c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rekening-courant voor Dirk Canter,titles proper,Dutch (language),,,,
