ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
81aaae21-7028-5bcd-9dbb-dbccaa22064f,tg:mpmph:20,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:20,https://data.museumplantinmoretus.be/ark:/11975/81aaae21-7028-5bcd-9dbb-dbccaa22064f,Foto's,,,,
81aaae21-7028-5bcd-9dbb-dbccaa22064f,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""75e47606-dfd0-4075-bf8c-f9269eb89c9e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1f31360b-eaec-4089-a097-5fcbd078f961"", ""inverseOntologyProperty"": """"}]"
81aaae21-7028-5bcd-9dbb-dbccaa22064f,tg:mpmph:20,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
81aaae21-7028-5bcd-9dbb-dbccaa22064f,tg:mpmph:20,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81aaae21-7028-5bcd-9dbb-dbccaa22064f,tg:mpmph:20,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
81aaae21-7028-5bcd-9dbb-dbccaa22064f,tg:mpmph:20,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,
81aaae21-7028-5bcd-9dbb-dbccaa22064f,tg:mpmph:20,,,,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,,,,,,Fragment van 'Specimen Vaticaan 1628' (muziek),descriptive note,Nederlands,,,,,,,,,,,,,,,,,
81aaae21-7028-5bcd-9dbb-dbccaa22064f,,,,,e73_LegacyInformation,,,,,,,,,,0,,,,,,,id.objectNumber,,,,,,,,,,BE-ANN00/ph/000000009,referentienummer,False,,,,,,,,,,,,,,
81aaae21-7028-5bcd-9dbb-dbccaa22064f,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.id,,,,,,,,,,tg:mpmph:20,brocade id,False,,,,,,,,,,,,,,
81aaae21-7028-5bcd-9dbb-dbccaa22064f,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.url,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:20/N,brocade url,False,,,,,,,,,,,,,,
81aaae21-7028-5bcd-9dbb-dbccaa22064f,tg:mpmph:20,,,,e73_MaterialRecords,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cb2d75af-a232-5ddd-b4af-234ee4d38556"", ""ontologyProperty"": """", ""resourceXresourceId"": ""58931ded-38c6-44fb-b152-af6cfc04d382"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
