ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:63,https://data.museumplantinmoretus.be/ark:/11975/aff69bb9-ae90-59e5-a7dd-3293d880f3f3,Foto's,,,,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,,,,Places,,,,,,,,,,1,[Antwerpen],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8e4aeb0b-787c-4738-96ac-01bebce98fda"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0c93f966-43ad-475f-84de-065e32a5c325"", ""inverseOntologyProperty"": """"}]"
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,,,,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,,,,,,"*Epreuve des caracteres. Qui se gravent, fonde, & se trouve dans la nouvelle fonderie de Jacque, F. Rosart, sur le Spaarne à Haerlem* (Jacques F. Rosart, Haarlem 1742)
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,,,,,e73_LegacyInformation,,,,,,,,,,0,,,,,,,id.objectNumber,,,,,,,,,,BE-ANN00/ph/000000052,referentienummer,False,,,,,,,,,,,,,,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.id,,,,,,,,,,tg:mpmph:63,brocade id,False,,,,,,,,,,,,,,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.url,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:63/N,brocade url,False,,,,,,,,,,,,,,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,,,,e73_MaterialRecords,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""96ff3977-3550-55c5-9be7-1fef2c386782"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4ffc9729-9f3b-410f-a56e-b3ea1eeecc03"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
