ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
9ec5ab15-587a-5306-91c2-1fec1c22f42b,tg:mpmph:64,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:64,https://data.museumplantinmoretus.be/ark:/11975/9ec5ab15-587a-5306-91c2-1fec1c22f42b,Foto's,,,,
9ec5ab15-587a-5306-91c2-1fec1c22f42b,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5e3aa371-f5c8-40f0-b8b5-72d1822b61cd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8a48c206-bf35-439b-9584-5c809ba558cc"", ""inverseOntologyProperty"": """"}]"
9ec5ab15-587a-5306-91c2-1fec1c22f42b,tg:mpmph:64,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
9ec5ab15-587a-5306-91c2-1fec1c22f42b,tg:mpmph:64,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ec5ab15-587a-5306-91c2-1fec1c22f42b,tg:mpmph:64,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
9ec5ab15-587a-5306-91c2-1fec1c22f42b,tg:mpmph:64,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ec5ab15-587a-5306-91c2-1fec1c22f42b,tg:mpmph:64,,,,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,,,,,,"*Proef van letteren, welke gegooten worden op de lettergieteryen van de gebroeders Ploos van Amstel* (Gebroeders Ploos van Amstel, Amsterdam 1767)
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
9ec5ab15-587a-5306-91c2-1fec1c22f42b,,,,,e73_LegacyInformation,,,,,,,,,,0,,,,,,,id.objectNumber,,,,,,,,,,BE-ANN00/ph/000000053,referentienummer,False,,,,,,,,,,,,,,
9ec5ab15-587a-5306-91c2-1fec1c22f42b,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.id,,,,,,,,,,tg:mpmph:64,brocade id,False,,,,,,,,,,,,,,
9ec5ab15-587a-5306-91c2-1fec1c22f42b,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.url,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:64/N,brocade url,False,,,,,,,,,,,,,,
9ec5ab15-587a-5306-91c2-1fec1c22f42b,tg:mpmph:64,,,,e73_MaterialRecords,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""53ec7d83-adc4-531a-9217-fe7d8ac4eb08"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9964da0a-1bae-448a-ae52-d40577586fbb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
