ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:96,https://data.museumplantinmoretus.be/ark:/11975/5ca9f8d1-8de9-54c6-b967-9cced4c58b77,Foto's,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,Places,,,,,,,,,,1,[Leiden],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fe22a89d-5b7f-4d90-b7a7-d439af3d933f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2114f6dc-b6fd-4207-a7be-24fb347acee7"", ""inverseOntologyProperty"": """"}]"
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,,,,,,"*Proeven der letteren, welcke de na-ghelaten weduwe en erfgenamen van zal: Broer Jansz, (in zijn leven ordinaris boeck-drucker deser stede Amsterdam), van meeninge zijn op den presenteren aende meest-biedende te verkoopen.* (Weduwe en erfgenamen Broer Jansz, Amsterdam 1653)",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,,,,,e73_LegacyInformation,,,,,,,,,,0,,,,,,,id.objectNumber,,,,,,,,,,BE-ANN00/ph/000000085,referentienummer,False,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.id,,,,,,,,,,tg:mpmph:96,brocade id,False,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.url,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:96/N,brocade url,False,,,,,,,,,,,,,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,,,,e73_MaterialRecords,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c460fa86-0321-5a07-b7f0-b674cbe91a07"", ""ontologyProperty"": """", ""resourceXresourceId"": ""612d3b0e-3f79-4f38-9e6d-357bdc6d2fa7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
