ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
e322f4c8-b54e-5bc7-b1a5-82271b976183,tg:mpmph:37,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:37,https://data.museumplantinmoretus.be/ark:/11975/e322f4c8-b54e-5bc7-b1a5-82271b976183,Foto's,,,,
e322f4c8-b54e-5bc7-b1a5-82271b976183,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7f142302-6a8a-4b65-b41d-4ceb8171526b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cdef33be-6de8-4b75-be37-e370be07cb06"", ""inverseOntologyProperty"": """"}]"
e322f4c8-b54e-5bc7-b1a5-82271b976183,tg:mpmph:37,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,2110,In Copyright,
e322f4c8-b54e-5bc7-b1a5-82271b976183,tg:mpmph:37,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e322f4c8-b54e-5bc7-b1a5-82271b976183,tg:mpmph:37,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,,,,,,,id/date.exposure/so,19950000,,,,,,,,,,,,,,,,,,,,,,,,,
e322f4c8-b54e-5bc7-b1a5-82271b976183,tg:mpmph:37,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,1995,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,
e322f4c8-b54e-5bc7-b1a5-82271b976183,tg:mpmph:37,,,,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,,,,,,"Op microfilm staan meerdere fragmenten uit diverse werken:     
1) *Prooemium huius libelli, ad optimum ...*     
2) *Epitome operis per quam …* (Lyon, 1560, J. de Tournes en G. Gazeau)     
3) [*de David … de Salomon …*]     
4) *Al christianissimore Henrigo …*     
5) Ioannis Paponis (Lyon, Jean de Tournes, 1550)     
6) *Aux Lecteurs*    
7) *A non men virtuoso, che dotto M. Mauritio Scena …*
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
e322f4c8-b54e-5bc7-b1a5-82271b976183,,,,,e73_LegacyInformation,,,,,,,,,,0,,,,,,,id.objectNumber,,,,,,,,,,BE-ANN00/ph/000000026,referentienummer,False,,,,,,,,,,,,,,
e322f4c8-b54e-5bc7-b1a5-82271b976183,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.id,,,,,,,,,,tg:mpmph:37,brocade id,False,,,,,,,,,,,,,,
e322f4c8-b54e-5bc7-b1a5-82271b976183,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.url,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:37/N,brocade url,False,,,,,,,,,,,,,,
e322f4c8-b54e-5bc7-b1a5-82271b976183,tg:mpmph:37,,,,e73_MaterialRecords,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""de61939d-a386-57b6-bc78-0e5398d9ac5a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22270629-8e40-4429-be08-4f4bd33665c0"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
