ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
ea9728e0-875d-55d4-ac4b-03c5125b6707,tg:mpmph:46,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:46,https://data.museumplantinmoretus.be/ark:/11975/ea9728e0-875d-55d4-ac4b-03c5125b6707,Foto's,,,,
ea9728e0-875d-55d4-ac4b-03c5125b6707,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""acd437a1-6c53-4bb1-add8-4b29f6553330"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ec89874c-5b2c-4660-803a-8aa96190cf81"", ""inverseOntologyProperty"": """"}]"
ea9728e0-875d-55d4-ac4b-03c5125b6707,tg:mpmph:46,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
ea9728e0-875d-55d4-ac4b-03c5125b6707,tg:mpmph:46,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea9728e0-875d-55d4-ac4b-03c5125b6707,tg:mpmph:46,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
ea9728e0-875d-55d4-ac4b-03c5125b6707,tg:mpmph:46,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea9728e0-875d-55d4-ac4b-03c5125b6707,tg:mpmph:46,,,,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,,,,,,Geprinte versie van het archiefstuk over verkoop huis Le Bé (AV REPRO OD 25.1),descriptive note,Nederlands,,,,,,,,,,,,,,,,,
ea9728e0-875d-55d4-ac4b-03c5125b6707,,,,,e73_LegacyInformation,,,,,,,,,,0,,,,,,,id.objectNumber,,,,,,,,,,BE-ANN00/ph/000000035,referentienummer,False,,,,,,,,,,,,,,
ea9728e0-875d-55d4-ac4b-03c5125b6707,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.id,,,,,,,,,,tg:mpmph:46,brocade id,False,,,,,,,,,,,,,,
ea9728e0-875d-55d4-ac4b-03c5125b6707,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.url,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:46/N,brocade url,False,,,,,,,,,,,,,,
ea9728e0-875d-55d4-ac4b-03c5125b6707,tg:mpmph:46,,,,e73_MaterialRecords,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fef6ef86-f6e5-51c0-a3ed-59aa9e633960"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21ee39b5-0405-4dc1-a8c2-6ad28b32343e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
