ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
c285eabe-bdd8-5fa8-be09-e0d2398c5947,tg:mpmph:31,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:31,https://data.museumplantinmoretus.be/ark:/11975/c285eabe-bdd8-5fa8-be09-e0d2398c5947,Foto's,,,,
c285eabe-bdd8-5fa8-be09-e0d2398c5947,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5e65227e-a66d-4e22-b526-875db2bc8478"", ""ontologyProperty"": """", ""resourceXresourceId"": ""81c3eefc-477b-4f8f-97e4-5544955056e3"", ""inverseOntologyProperty"": """"}]"
c285eabe-bdd8-5fa8-be09-e0d2398c5947,tg:mpmph:31,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
c285eabe-bdd8-5fa8-be09-e0d2398c5947,tg:mpmph:31,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c285eabe-bdd8-5fa8-be09-e0d2398c5947,tg:mpmph:31,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
c285eabe-bdd8-5fa8-be09-e0d2398c5947,tg:mpmph:31,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,
c285eabe-bdd8-5fa8-be09-e0d2398c5947,tg:mpmph:31,,,,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,,,,,,"Fragment van [*Ars d'ottobre* 1559]
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
c285eabe-bdd8-5fa8-be09-e0d2398c5947,,,,,e73_LegacyInformation,,,,,,,,,,0,,,,,,,id.objectNumber,,,,,,,,,,BE-ANN00/ph/000000020,referentienummer,False,,,,,,,,,,,,,,
c285eabe-bdd8-5fa8-be09-e0d2398c5947,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.id,,,,,,,,,,tg:mpmph:31,brocade id,False,,,,,,,,,,,,,,
c285eabe-bdd8-5fa8-be09-e0d2398c5947,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.url,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:31/N,brocade url,False,,,,,,,,,,,,,,
c285eabe-bdd8-5fa8-be09-e0d2398c5947,tg:mpmph:31,,,,e73_MaterialRecords,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""001ccf13-ea5e-5182-902a-d87234a810c5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5bd02423-6624-4e2d-8e28-63cf29129073"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
