ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:81,https://data.museumplantinmoretus.be/ark:/11975/05915d97-808a-5322-ab95-3721b82d4af5,Foto's,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,,,,Places,,,,,,,,,,1,[Amsterdam],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f5938da5-dce6-4f23-9dd1-68020589ceab"", ""ontologyProperty"": """", ""resourceXresourceId"": ""208568ac-6512-4e74-86e6-6b4c483790ee"", ""inverseOntologyProperty"": """"}]"
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,,,,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,,,,,,"*Épreuves des caractères de la fonderie de Mathias Rosart* (Mathias Rosart, Brussel 1789)",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,,,,,e73_LegacyInformation,,,,,,,,,,0,,,,,,,id.objectNumber,,,,,,,,,,BE-ANN00/ph/000000070,referentienummer,False,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.id,,,,,,,,,,tg:mpmph:81,brocade id,False,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.url,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:81/N,brocade url,False,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,,,,e73_MaterialRecords,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""df382509-0db8-5e99-837f-966fcbc3e743"", ""ontologyProperty"": """", ""resourceXresourceId"": ""818ce917-6e48-44d4-9186-35cbde1fd7ef"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
