ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:56,https://data.museumplantinmoretus.be/ark:/11975/028e6a97-ddf1-5311-86ec-ef5b357a7a4b,Foto's,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4b644f78-c7e9-456c-8541-b902ea6db8f4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""88ab13a4-b1bd-4cef-8c7f-b41ba2de055c"", ""inverseOntologyProperty"": """"}]"
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,,,,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,,,,,,"Fragment van *Le nouveau testament de notre seigneur …* (Lyon, 1579, de Harsy)
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,,,,,e73_LegacyInformation,,,,,,,,,,0,,,,,,,id.objectNumber,,,,,,,,,,BE-ANN00/ph/000000045,referentienummer,False,,,,,,,,,,,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.id,,,,,,,,,,tg:mpmph:56,brocade id,False,,,,,,,,,,,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.url,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:56/N,brocade url,False,,,,,,,,,,,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,,,,e73_MaterialRecords,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7633b204-c437-548d-aff4-16bd8cfd4ff3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""166e18fc-a22a-4649-aee3-555e44883193"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
