ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,order,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
bbe4a999-e119-5460-a0bd-2ef6005b0c19,tg:mpmph:99,,,,AA,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:99,https://data.museumplantinmoretus.be/ark:/11975/bbe4a999-e119-5460-a0bd-2ef6005b0c19,Foto's,,,,
bbe4a999-e119-5460-a0bd-2ef6005b0c19,,,,,e73_ChangeHistoryRelations,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3e62af42-244d-479c-9d1d-e443c726f93a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4c5fab77-5d3e-4b21-8a7b-ad2f8e9adbe5"", ""inverseOntologyProperty"": """"}]"
bbe4a999-e119-5460-a0bd-2ef6005b0c19,tg:mpmph:99,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
bbe4a999-e119-5460-a0bd-2ef6005b0c19,tg:mpmph:99,mpm,mpmph,Foto,e73_CreationActors,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""isCapacity"":false}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbe4a999-e119-5460-a0bd-2ef6005b0c19,tg:mpmph:99,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,0,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
bbe4a999-e119-5460-a0bd-2ef6005b0c19,tg:mpmph:99,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbe4a999-e119-5460-a0bd-2ef6005b0c19,tg:mpmph:99,,,,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,,,,,,"*Epreuve des carracteres, & fleurons, signes astronomique, chimique, geometrique & autre carracteres. Qui se fondent dans la fonderie de J.L. Pfeiffer* (J.L. Pfeiffer, Amsterdam 1752)",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
bbe4a999-e119-5460-a0bd-2ef6005b0c19,,,,,e73_LegacyInformation,,,,,,,,,,0,,,,,,,id.objectNumber,,,,,,,,,,BE-ANN00/ph/000000088,referentienummer,False,,,,,,,,,,,,,,
bbe4a999-e119-5460-a0bd-2ef6005b0c19,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.id,,,,,,,,,,tg:mpmph:99,brocade id,False,,,,,,,,,,,,,,
bbe4a999-e119-5460-a0bd-2ef6005b0c19,,,,,e73_LegacyInformation,,,,,,,,,,1,,,,,,,brocade.url,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:99/N,brocade url,False,,,,,,,,,,,,,,
bbe4a999-e119-5460-a0bd-2ef6005b0c19,tg:mpmph:99,,,,e73_MaterialRecords,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""378a644e-0606-528a-843b-6e916bf39902"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7a5bb046-8666-47a0-aff3-b7e4bb978e50"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,
