ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:23,https://data.museumplantinmoretus.be/ark:/11975/b352a12a-d714-52f2-894d-3f3bd5481d42,Tekeningen,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f8b68803-a468-4679-b887-fc4547639a88"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ba3f6018-6455-4949-9959-4d12e48bbb20"", ""inverseOntologyProperty"": """"}]"
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,1720,No Copyright - Public Domain Mark 1.0,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_CreationActors,,,au::13830,,,,mpm,4c2593ff-6f39-5958-b785-bfb49d6cc786,ar,,au::13830:1,au::13830g:1,,,,,mpmtk,Iconografie,artists (visual artists),AVN monogram links onderaan,"dlod={""suggest"":[""/agents/people/1479810"",""au::13830"",""au::13830:1"",""ark:/83110/x0/4c2593ff-6f39-5958-b785-bfb49d6cc786"",""Adam van Noort""],""name"":""Adam van Noort"",""ark"":""ark:/83110/x0/4c2593ff-6f39-5958-b785-bfb49d6cc786"",""uri"":""/agents/people/1479810"",""id"":""au::13830:1"",""isCapacity"":false}",ark:/83110/x0/4c2593ff-6f39-5958-b785-bfb49d6cc786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,16050000,,,,,,,,,,,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,16090000,,,,,,,,,,,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Het doopsel van Christus,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gerelateerde publicatie,p. 24,Nederlands,remarks,c:lvd:839899,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/tk/000000008,referentienummer,False,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmtk:23,brocade id,False,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:23/N,brocade url,False,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f035fc19-9010-52c0-9131-0d35856aa2bd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""25892d1a-c4d9-4dca-b595-60df672c8152"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Het doopsel van Christus,titles proper,Dutch (language),,,,,,,,
