ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit,dataset,adm.id_mat,Plaatsingsnummer,Warehouse Location (begin),adm.uuid_mat,adm.isadPartOf,Volgnummer,Mark Text,Mark Type,Mark Language,col_source_field,mat_source_field,Material Colour,Material,source_code,Object Type,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:36_#1,https://data.museumplantinmoretus.be/ark:/11975/8728bea8-6a2c-5026-94f0-c46e37d67921,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,290,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,180,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_Items,1,,,,,,,,,,mpmtk,tg:mpmtk:36_#1,TK 270,10 K 1 H,8728bea8-6a2c-5026-94f0-c46e37d67921,,,,,,,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_Marks,1,,,,,,,,,,,,,,,,,"<p>Erasmus Quellinius delin.</p>
",signatures (names),Nederlands,,,,,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_MaterialColour,,,,,,,,,,,mpmtk,,,,,,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,ink,,,,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,,,,,,,,,,,,,,,tttek,drawings (visual works),,,,,,,,,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,,,,,,,,,,,,,,,tpe,,,,,,,,pens (drawing and writing implements),,,,,
8728bea8-6a2c-5026-94f0-c46e37d67921,tg:mpmtk:36_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638,open
