ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:39,https://data.museumplantinmoretus.be/ark:/11975/8386be2c-d073-50f9-b5c8-923ae1460715,Tekeningen,,,,
8386be2c-d073-50f9-b5c8-923ae1460715,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9a3696ee-02b7-495e-901e-80a46b877211"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bc3b0d8d-3034-44c2-8059-26fa2619ea85"", ""inverseOntologyProperty"": """"}]"
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634,1749,No Copyright - Public Domain Mark 1.0,
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_CreationActors,,,au::16151,,,,mpm,256eaded-a15e-57cd-83e0-8cf4eba910ee,ar,,au::16151:1,au::16151g:1,,,,,mpmtk,Iconografie,artists (visual artists),,"dlod={""suggest"":[""/agents/people/1728157"",""au::16151"",""au::16151:1"",""ark:/83110/x0/256eaded-a15e-57cd-83e0-8cf4eba910ee"",""Peter Paul Rubens""],""name"":""Peter Paul Rubens"",""ark"":""ark:/83110/x0/256eaded-a15e-57cd-83e0-8cf4eba910ee"",""uri"":""/agents/people/1728157"",""id"":""au::16151:1"",""isCapacity"":false}",ark:/83110/x0/256eaded-a15e-57cd-83e0-8cf4eba910ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,16340000,,,,,,,,,,,,,,,,,,,,,,,,,,
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Een met klimop omkranste lier bevindt zich op een antiek altaar,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ontwerp voor,,,,c:lvd:268004,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,
8386be2c-d073-50f9-b5c8-923ae1460715,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/tk/000000022,referentienummer,False,,,,,,,,,,,,
8386be2c-d073-50f9-b5c8-923ae1460715,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmtk:39,brocade id,False,,,,,,,,,,,,
8386be2c-d073-50f9-b5c8-923ae1460715,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:39/N,brocade url,False,,,,,,,,,,,,
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e81669e6-53d4-5085-9633-335775557e15"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8a4c5c38-aeb1-45a1-9b50-94a277bee56c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontwerp voor de titelpagina van Jacobus Bidermannus, Heroum epistolae",titles proper,Dutch (language),,,,,,,,
