ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
e3aee4d3-aebd-598d-af58-4adaf42b990f,tg:mpmbr:66,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:66,https://data.museumplantinmoretus.be/ark:/11975/e3aee4d3-aebd-598d-af58-4adaf42b990f,Brieven,,,,
e3aee4d3-aebd-598d-af58-4adaf42b990f,tg:mpmbr:66,Places,1,,,,,,,,,,,au::103088,,,,,,,,,,,,,,"dlod={""name"":""Rijsel (Arrondissement de Lille)"",""ark"":""ark:/83110/x0/8559f378-e576-5c55-8772-63fcc0b5a763"",""uri"":""/subjects/11030416"",""id"":""au::103088"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3aee4d3-aebd-598d-af58-4adaf42b990f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7add6cde-724b-4aaa-b178-94d950890842"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ec8dd4c1-b4f7-4edd-96f7-bd0357f9cce3"", ""inverseOntologyProperty"": """"}]"
e3aee4d3-aebd-598d-af58-4adaf42b990f,tg:mpmbr:66,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641,1756,No Copyright - Public Domain Mark 1.0,
e3aee4d3-aebd-598d-af58-4adaf42b990f,tg:mpmbr:66,e73_CreationActors,,,au::109404,,,,mpm,956beb42-ce51-5ac0-a662-2a1a11cfe9be,bs,,au::109404:1,au::109404g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11706228"",""au::109404"",""au::109404:1"",""ark:/83110/x0/956beb42-ce51-5ac0-a662-2a1a11cfe9be"",""Christophe Beys""],""name"":""Christophe Beys"",""ark"":""ark:/83110/x0/956beb42-ce51-5ac0-a662-2a1a11cfe9be"",""uri"":""/agents/people/11706228"",""id"":""au::109404:1"",""isCapacity"":false}",ark:/83110/x0/956beb42-ce51-5ac0-a662-2a1a11cfe9be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3aee4d3-aebd-598d-af58-4adaf42b990f,tg:mpmbr:66,e73_CreationActors,,,au::106909,,,,mpm,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,co,,au::106909:1,au::106909g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11439263"",""au::106909"",""au::106909:1"",""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""Balthasar II Moretus""],""name"":""Balthasar II Moretus"",""ark"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""uri"":""/agents/people/11439263"",""id"":""au::106909:1"",""isCapacity"":false}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3aee4d3-aebd-598d-af58-4adaf42b990f,tg:mpmbr:66,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16410904,,,,,,,,,,,,,,,,,,,,,,,,,
e3aee4d3-aebd-598d-af58-4adaf42b990f,tg:mpmbr:66,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1641-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3aee4d3-aebd-598d-af58-4adaf42b990f,tg:mpmbr:66,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
e3aee4d3-aebd-598d-af58-4adaf42b990f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000057,referentienummer,False,,,,,,,,,,,
