ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
69cb6d35-04d4-5abc-b325-099f1b812353,tg:mpmbr:223,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:223,https://data.museumplantinmoretus.be/ark:/11975/69cb6d35-04d4-5abc-b325-099f1b812353,Brieven,,,,
69cb6d35-04d4-5abc-b325-099f1b812353,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""02852d8a-f424-4662-8c01-cafd7d55907d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f14d224a-0939-4e07-ad06-710b486d7497"", ""inverseOntologyProperty"": """"}]"
69cb6d35-04d4-5abc-b325-099f1b812353,tg:mpmbr:223,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794,1909,No Copyright - Public Domain Mark 1.0,
69cb6d35-04d4-5abc-b325-099f1b812353,tg:mpmbr:223,e73_CreationActors,,,au::109952,,,,mpm,d50f5bba-c37f-5d10-ae9d-af3b0d66b117,bs,,au::109952:1,au::109952g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11764864"",""au::109952"",""au::109952:1"",""ark:/83110/x0/d50f5bba-c37f-5d10-ae9d-af3b0d66b117"",""Jacques Willemsens""],""name"":""Jacques Willemsens"",""ark"":""ark:/83110/x0/d50f5bba-c37f-5d10-ae9d-af3b0d66b117"",""uri"":""/agents/people/11764864"",""id"":""au::109952:1"",""isCapacity"":false}",ark:/83110/x0/d50f5bba-c37f-5d10-ae9d-af3b0d66b117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69cb6d35-04d4-5abc-b325-099f1b812353,tg:mpmbr:223,e73_CreationActors,,,au::108386,,,,mpm,4d58dd67-8f6d-5583-b3f4-1cd05310c61d,co,,au::108386:1,au::108386g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11597302"",""au::108386"",""au::108386:1"",""ark:/83110/x0/4d58dd67-8f6d-5583-b3f4-1cd05310c61d"",""Frans Jozef Moretus""],""name"":""Frans Jozef Moretus"",""ark"":""ark:/83110/x0/4d58dd67-8f6d-5583-b3f4-1cd05310c61d"",""uri"":""/agents/people/11597302"",""id"":""au::108386:1"",""isCapacity"":false}",ark:/83110/x0/4d58dd67-8f6d-5583-b3f4-1cd05310c61d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69cb6d35-04d4-5abc-b325-099f1b812353,tg:mpmbr:223,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17940827,,,,,,,,,,,,,,,,,,,,,,,,,
69cb6d35-04d4-5abc-b325-099f1b812353,tg:mpmbr:223,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1794-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69cb6d35-04d4-5abc-b325-099f1b812353,tg:mpmbr:223,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,
69cb6d35-04d4-5abc-b325-099f1b812353,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000214,referentienummer,False,,,,,,,,,,,
69cb6d35-04d4-5abc-b325-099f1b812353,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:223,brocade id,False,,,,,,,,,,,
69cb6d35-04d4-5abc-b325-099f1b812353,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:223/N,brocade url,False,,,,,,,,,,,
69cb6d35-04d4-5abc-b325-099f1b812353,tg:mpmbr:223,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""716d8805-d347-58b2-a788-c22c17f9b7f5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8378b060-76bb-4fbe-84b9-3096133f44fd"", ""inverseOntologyProperty"": """"}]",,,,,,,,
