ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,tg:mpmbr:49,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:49,https://data.museumplantinmoretus.be/ark:/11975/7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,Brieven,,,,
7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,tg:mpmbr:49,Places,1,,,,,,,,,,,au::102247,,,,,,,,,,,,,,"dlod={""name"":""Keulen (Kreisfreie Stadt Köln)"",""ark"":""ark:/83110/x0/b05af1d5-fb9e-5ec8-b2d1-b80d5a3f09fc"",""uri"":""/subjects/10940429"",""id"":""au::102247"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""97f8c7be-0312-4a75-875a-251dd95f475c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e3e412b4-a950-4aa3-8b87-c8d22880625b"", ""inverseOntologyProperty"": """"}]"
7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,tg:mpmbr:49,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656,1771,No Copyright - Public Domain Mark 1.0,
7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,tg:mpmbr:49,e73_CreationActors,,,au::109267,,,,mpm,2eda8d44-7e6a-53da-bcac-ba5d2f912e5c,bs,,au::109267:1,au::109267g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11691569"",""au::109267"",""au::109267:1"",""ark:/83110/x0/2eda8d44-7e6a-53da-bcac-ba5d2f912e5c"",""Michael Demen""],""name"":""Michael Demen"",""ark"":""ark:/83110/x0/2eda8d44-7e6a-53da-bcac-ba5d2f912e5c"",""uri"":""/agents/people/11691569"",""id"":""au::109267:1"",""isCapacity"":false}",ark:/83110/x0/2eda8d44-7e6a-53da-bcac-ba5d2f912e5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,tg:mpmbr:49,e73_CreationActors,,,au::106908,,,,mpm,9f62622e-af8f-5120-8bb2-771de1268484,co,,au::106908:1,au::106908g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,tg:mpmbr:49,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16560512,,,,,,,,,,,,,,,,,,,,,,,,,
7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,tg:mpmbr:49,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1656-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,tg:mpmbr:49,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
7d2df76a-2eeb-5c79-a1e5-0c4d23fbf198,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000040,referentienummer,False,,,,,,,,,,,
