ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
72115ba9-d43f-5445-a71f-3be059a189a1,tg:mpmbr:626,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:626,https://data.museumplantinmoretus.be/ark:/11975/72115ba9-d43f-5445-a71f-3be059a189a1,Brieven,,,,
72115ba9-d43f-5445-a71f-3be059a189a1,tg:mpmbr:626,Places,1,,,,,,,,,,,au::100105,,,,,,,,,,,,,,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/10711235"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72115ba9-d43f-5445-a71f-3be059a189a1,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""20286d35-76c1-4fc9-8725-bec7f04f0054"", ""ontologyProperty"": """", ""resourceXresourceId"": ""49be055b-14b6-4b64-b69c-bb69d139bd1c"", ""inverseOntologyProperty"": """"}]"
72115ba9-d43f-5445-a71f-3be059a189a1,tg:mpmbr:626,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640,1755,No Copyright - Public Domain Mark 1.0,
72115ba9-d43f-5445-a71f-3be059a189a1,tg:mpmbr:626,e73_CreationActors,,,au::107473,,,,mpm,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,bs,,au::107473:1,au::107473g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11499611"",""au::107473"",""au::107473:1"",""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""Philippe Chifflet""],""name"":""Philippe Chifflet"",""ark"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""uri"":""/agents/people/11499611"",""id"":""au::107473:1"",""isCapacity"":false}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72115ba9-d43f-5445-a71f-3be059a189a1,tg:mpmbr:626,e73_CreationActors,,,au::106908,,,,mpm,9f62622e-af8f-5120-8bb2-771de1268484,co,,au::106908:1,au::106908g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72115ba9-d43f-5445-a71f-3be059a189a1,tg:mpmbr:626,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16400804,,,,,,,,,,,,,,,,,,,,,,,,,
72115ba9-d43f-5445-a71f-3be059a189a1,tg:mpmbr:626,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1640-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72115ba9-d43f-5445-a71f-3be059a189a1,tg:mpmbr:626,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
72115ba9-d43f-5445-a71f-3be059a189a1,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000611,referentienummer,False,,,,,,,,,,,
