ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,tg:mpmbr:878,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:878,https://data.museumplantinmoretus.be/ark:/11975/50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,Brieven,,,,
50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,tg:mpmbr:878,Places,1,,,,,,,,,,,au::100141,,,,,,,,,,,,,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2ddb93bd-f944-4a12-ae81-fc06034701fb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cbc29f66-b424-455a-af76-e3c3f09b1d35"", ""inverseOntologyProperty"": """"}]"
50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,tg:mpmbr:878,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1715,No Copyright - Public Domain Mark 1.0,
50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,tg:mpmbr:878,e73_CreationActors,,,au::106908,,,,mpm,9f62622e-af8f-5120-8bb2-771de1268484,bs,,au::106908:1,au::106908g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,tg:mpmbr:878,e73_CreationActors,,,au::107024,,,,mpm,c114a328-115a-5652-b99e-e2eb29df8423,co,,au::107024:1,au::107024g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11451568"",""au::107024"",""au::107024:1"",""ark:/83110/x0/c114a328-115a-5652-b99e-e2eb29df8423"",""Cesare Baronio""],""name"":""Cesare Baronio"",""ark"":""ark:/83110/x0/c114a328-115a-5652-b99e-e2eb29df8423"",""uri"":""/agents/people/11451568"",""id"":""au::107024:1"",""isCapacity"":false}",ark:/83110/x0/c114a328-115a-5652-b99e-e2eb29df8423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,tg:mpmbr:878,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000,,,,,,,,,,,,,,,,,,,,,,,,,
50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,tg:mpmbr:878,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,16XX,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,tg:mpmbr:878,e73_Languages,1,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,
50ec2f75-dd7e-5e92-a3b5-b2eb0401227c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000864,referentienummer,False,,,,,,,,,,,
