ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
68b232ec-2b2e-565b-9ca5-2d480c0b6508,tg:mpmbr:74,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:74,https://data.museumplantinmoretus.be/ark:/11975/68b232ec-2b2e-565b-9ca5-2d480c0b6508,Brieven,,,,
68b232ec-2b2e-565b-9ca5-2d480c0b6508,tg:mpmbr:74,Places,1,,,,,,,,,,,au::102849,,,,,,,,,,,,,,"dlod={""name"":""Parijs (Paris)"",""ark"":""ark:/83110/x0/826b2ba0-7ecc-592c-877e-efeef61aeecb"",""uri"":""/subjects/11004843"",""id"":""au::102849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68b232ec-2b2e-565b-9ca5-2d480c0b6508,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""1765387b-44a4-4c39-8fe6-15441ee9c8c2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c1437d33-97b1-4ead-bd28-02940edf35ac"", ""inverseOntologyProperty"": """"}]"
68b232ec-2b2e-565b-9ca5-2d480c0b6508,tg:mpmbr:74,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,1711,No Copyright - Public Domain Mark 1.0,
68b232ec-2b2e-565b-9ca5-2d480c0b6508,tg:mpmbr:74,e73_CreationActors,,,au::109463,,,,mpm,48782c6e-a595-59ed-87d0-1d5dcfe6ebe2,bs,,au::109463:1,au::109463g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11712541"",""au::109463"",""au::109463:1"",""ark:/83110/x0/48782c6e-a595-59ed-87d0-1d5dcfe6ebe2"",""Jérémie Périer""],""name"":""Jérémie Périer"",""ark"":""ark:/83110/x0/48782c6e-a595-59ed-87d0-1d5dcfe6ebe2"",""uri"":""/agents/people/11712541"",""id"":""au::109463:1"",""isCapacity"":false}",ark:/83110/x0/48782c6e-a595-59ed-87d0-1d5dcfe6ebe2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68b232ec-2b2e-565b-9ca5-2d480c0b6508,tg:mpmbr:74,e73_CreationActors,,,au::106906,,,,mpm,455c1363-f306-5b61-91c4-2c01d43428ab,co,,au::106906:1,au::106906g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11438942"",""au::106906"",""au::106906:1"",""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""Jan I Moretus""],""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/11438942"",""id"":""au::106906:1"",""isCapacity"":false}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68b232ec-2b2e-565b-9ca5-2d480c0b6508,tg:mpmbr:74,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15961213,,,,,,,,,,,,,,,,,,,,,,,,,
68b232ec-2b2e-565b-9ca5-2d480c0b6508,tg:mpmbr:74,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1596-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68b232ec-2b2e-565b-9ca5-2d480c0b6508,tg:mpmbr:74,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
68b232ec-2b2e-565b-9ca5-2d480c0b6508,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000065,referentienummer,False,,,,,,,,,,,
