ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
0b8d3f52-4012-532e-a886-fd8f9e723767,tg:mpmbr:702,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:702,https://data.museumplantinmoretus.be/ark:/11975/0b8d3f52-4012-532e-a886-fd8f9e723767,Brieven,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,tg:mpmbr:702,Places,1,,,,,,,,,,,au::100141,,,,,,,,,,,,,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,tg:mpmbr:702,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat 3 bijlagen:</p>
<ul>
<li>Staalkaart met 6 kantmonsters (Arch. 1214-1215, band 2, stuk 18)</li>
<li>Woordenlijst Spaans-Nederlands met betrekking tot benamingen van kantsoorten (Arch. 1214-1215, band 2, stuk 19)</li>
<li>Nota ter verduidelijking van de kantsoorten van de betrokken kantmonsters (Arch. 1214-1215, band 2, stuk 21)</li>
</ul>
","<p>Bevat 3 bijlagen:</p>
<ul>
<li>Staalkaart met 6 kantmonsters (Arch. 1214-1215, band 2, stuk 18)</li>
<li>Woordenlijst Spaans-Nederlands met betrekking tot benamingen van kantsoorten (Arch. 1214-1215, band 2, stuk 19)</li>
<li>Nota ter verduidelijking van de kantsoorten van de betrokken kantmonsters (Arch. 1214-1215, band 2, stuk 21)</li>
</ul>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8f8041bf-78e1-400b-bb9e-e5e6b5fbf4f9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3d4b93aa-0899-47a4-ac89-62caa5474f6d"", ""inverseOntologyProperty"": """"}]"
0b8d3f52-4012-532e-a886-fd8f9e723767,tg:mpmbr:702,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737,1852,No Copyright - Public Domain Mark 1.0,
0b8d3f52-4012-532e-a886-fd8f9e723767,tg:mpmbr:702,e73_CreationActors,,,au::112468,,,,mpm,edafa120-bf85-5886-aef9-fdaee4249b88,bs,,au::112468:1,au::112468g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/12034076"",""au::112468"",""au::112468:1"",""ark:/83110/x0/edafa120-bf85-5886-aef9-fdaee4249b88"",""Dominicus Vermanden""],""name"":""Dominicus Vermanden"",""ark"":""ark:/83110/x0/edafa120-bf85-5886-aef9-fdaee4249b88"",""uri"":""/agents/people/12034076"",""id"":""au::112468:1"",""isCapacity"":false}",ark:/83110/x0/edafa120-bf85-5886-aef9-fdaee4249b88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,tg:mpmbr:702,e73_CreationActors,,,au::108463,,,,mpm,1d72047c-ad3e-5e48-ae1a-7ec2c8af3169,co,,au::108463:1,au::108463g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11605541"",""au::108463"",""au::108463:1"",""ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169"",""Joannes Jacobus Moretus""],""name"":""Joannes Jacobus Moretus"",""ark"":""ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169"",""uri"":""/agents/people/11605541"",""id"":""au::108463:1"",""isCapacity"":false}",ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,tg:mpmbr:702,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17370402,,,,,,,,,,,,,,,,,,,,,,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,tg:mpmbr:702,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1737-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,tg:mpmbr:702,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000688,referentienummer,False,,,,,,,,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:702,brocade id,False,,,,,,,,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:702/N,brocade url,False,,,,,,,,,,,
0b8d3f52-4012-532e-a886-fd8f9e723767,tg:mpmbr:702,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7686341a-2fa6-5969-b5c2-7b664bb22b36"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8bb29598-92b2-4dd0-9e6b-ef0f3eb6cb43"", ""inverseOntologyProperty"": """"}]",,,,,,,,
