ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
36625855-dc8d-5f3d-a437-3f6ad991b50d,tg:mpmbr:81,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:81,https://data.museumplantinmoretus.be/ark:/11975/36625855-dc8d-5f3d-a437-3f6ad991b50d,Brieven,,,,
36625855-dc8d-5f3d-a437-3f6ad991b50d,tg:mpmbr:81,Places,1,,,,,,,,,,,au::102849,,,,,,,,,,,,,,"dlod={""name"":""Parijs (Paris)"",""ark"":""ark:/83110/x0/826b2ba0-7ecc-592c-877e-efeef61aeecb"",""uri"":""/subjects/11004843"",""id"":""au::102849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36625855-dc8d-5f3d-a437-3f6ad991b50d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""848c2ebd-04aa-4421-addd-a318c9932781"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8404e67c-9257-41f6-9857-3dd47fde557a"", ""inverseOntologyProperty"": """"}]"
36625855-dc8d-5f3d-a437-3f6ad991b50d,tg:mpmbr:81,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583,1698,No Copyright - Public Domain Mark 1.0,
36625855-dc8d-5f3d-a437-3f6ad991b50d,tg:mpmbr:81,e73_CreationActors,,,au::109471,,,,mpm,fdc1d3cb-d294-5f30-98a8-e8075c032818,bs,,au::109471:1,au::109471g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11713397"",""au::109471"",""au::109471:1"",""ark:/83110/x0/fdc1d3cb-d294-5f30-98a8-e8075c032818"",""Pierre Porret""],""name"":""Pierre Porret"",""ark"":""ark:/83110/x0/fdc1d3cb-d294-5f30-98a8-e8075c032818"",""uri"":""/agents/people/11713397"",""id"":""au::109471:1"",""isCapacity"":false}",ark:/83110/x0/fdc1d3cb-d294-5f30-98a8-e8075c032818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36625855-dc8d-5f3d-a437-3f6ad991b50d,tg:mpmbr:81,e73_CreationActors,,,au::106906,,,,mpm,455c1363-f306-5b61-91c4-2c01d43428ab,co,,au::106906:1,au::106906g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11438942"",""au::106906"",""au::106906:1"",""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""Jan I Moretus""],""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/11438942"",""id"":""au::106906:1"",""isCapacity"":false}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36625855-dc8d-5f3d-a437-3f6ad991b50d,tg:mpmbr:81,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15830331,,,,,,,,,,,,,,,,,,,,,,,,,
36625855-dc8d-5f3d-a437-3f6ad991b50d,tg:mpmbr:81,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1583-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36625855-dc8d-5f3d-a437-3f6ad991b50d,tg:mpmbr:81,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
36625855-dc8d-5f3d-a437-3f6ad991b50d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000072,referentienummer,False,,,,,,,,,,,
